Region,År,datakalla,Variabel,Värde
Falkenberg,2039,prognos,Utrikes flyttnetto,79.27956304931692
Falkenberg,2040,prognos,Invandring,268.7514849088693
Falkenberg,2040,prognos,Utvandring,186.68967528554896
Falkenberg,2040,prognos,Utrikes flyttnetto,82.06180962332036
Hallands län,2000,historisk,Invandring,1321
Hallands län,2000,historisk,Utvandring,954
Hallands län,2000,historisk,Utrikes flyttnetto,367
Hallands län,2001,historisk,Invandring,1443
Hallands län,2001,historisk,Utvandring,800
Hallands län,2001,historisk,Utrikes flyttnetto,643
Hallands län,2002,historisk,Invandring,1350
Hallands län,2002,historisk,Utvandring,796
Hallands län,2002,historisk,Utrikes flyttnetto,554
Hallands län,2003,historisk,Invandring,1510
Hallands län,2003,historisk,Utvandring,830
Hallands län,2003,historisk,Utrikes flyttnetto,680
Hallands län,2004,historisk,Invandring,1443
Hallands län,2004,historisk,Utvandring,807
Hallands län,2004,historisk,Utrikes flyttnetto,636
Hallands län,2005,historisk,Invandring,1446
Hallands län,2005,historisk,Utvandring,927
Hallands län,2005,historisk,Utrikes flyttnetto,519
Hallands län,2006,historisk,Invandring,2014
Hallands län,2006,historisk,Utvandring,1073
Hallands län,2006,historisk,Utrikes flyttnetto,941
Hallands län,2007,historisk,Invandring,1895
Hallands län,2007,historisk,Utvandring,878
Hallands län,2007,historisk,Utrikes flyttnetto,1017
Hallands län,2008,historisk,Invandring,2019
Hallands län,2008,historisk,Utvandring,1106
Hallands län,2008,historisk,Utrikes flyttnetto,913
Hallands län,2009,historisk,Invandring,2221
Hallands län,2009,historisk,Utvandring,944
Hallands län,2009,historisk,Utrikes flyttnetto,1277
Hallands län,2010,historisk,Invandring,1946
Hallands län,2010,historisk,Utvandring,1167
Hallands län,2010,historisk,Utrikes flyttnetto,779
Hallands län,2011,historisk,Invandring,1977
Hallands län,2011,historisk,Utvandring,1317
Hallands län,2011,historisk,Utrikes flyttnetto,660
Hallands län,2012,historisk,Invandring,1838
Hallands län,2012,historisk,Utvandring,1052
Hallands län,2012,historisk,Utrikes flyttnetto,786
Hallands län,2013,historisk,Invandring,2478
Hallands län,2013,historisk,Utvandring,1151
Hallands län,2013,historisk,Utrikes flyttnetto,1327
Hallands län,2014,historisk,Invandring,3444
Hallands län,2014,historisk,Utvandring,1076
Hallands län,2014,historisk,Utrikes flyttnetto,2368
Hallands län,2015,historisk,Invandring,3575
Hallands län,2015,historisk,Utvandring,964
Hallands län,2015,historisk,Utrikes flyttnetto,2611
Hallands län,2016,historisk,Invandring,4769
Hallands län,2016,historisk,Utvandring,1012
Hallands län,2016,historisk,Utrikes flyttnetto,3757
Hallands län,2017,historisk,Invandring,3277
Hallands län,2017,historisk,Utvandring,833
Hallands län,2017,historisk,Utrikes flyttnetto,2444
Hallands län,2018,historisk,Invandring,3145
Hallands län,2018,historisk,Utvandring,984
Hallands län,2018,historisk,Utrikes flyttnetto,2161
Hallands län,2019,historisk,Invandring,2744
Hallands län,2019,historisk,Utvandring,928
Hallands län,2019,historisk,Utrikes flyttnetto,1816
Hallands län,2020,historisk,Invandring,2094
Hallands län,2020,historisk,Utvandring,938
Hallands län,2020,historisk,Utrikes flyttnetto,1156
Hallands län,2021,historisk,Invandring,2291
Hallands län,2021,historisk,Utvandring,945
Hallands län,2021,historisk,Utrikes flyttnetto,1346
Hallands län,2022,historisk,Invandring,2303
Hallands län,2022,historisk,Utvandring,1105
Hallands län,2022,historisk,Utrikes flyttnetto,1198
Hallands län,2023,historisk,Invandring,2125
Hallands län,2023,historisk,Utvandring,1669
Hallands län,2023,historisk,Utrikes flyttnetto,456
Hallands län,2024,historisk,Invandring,2465
Hallands län,2024,historisk,Utvandring,1856
Hallands län,2024,historisk,Utrikes flyttnetto,609
Hallands län,2025,historisk,Invandring,1859
Hallands län,2025,historisk,Utvandring,1551
Hallands län,2025,historisk,Utrikes flyttnetto,308
Hallands län,2026,prognos,Invandring,1930.6479765526929
Hallands län,2026,prognos,Utvandring,1350.8849120881964
Hallands län,2026,prognos,Utrikes flyttnetto,579.7630644644964
Hallands län,2027,prognos,Invandring,1811.3956514180522
Hallands län,2027,prognos,Utvandring,1348.558892080187
Hallands län,2027,prognos,Utrikes flyttnetto,462.83675933786526
Hallands län,2028,prognos,Invandring,1636.015038948714
Hallands län,2028,prognos,Utvandring,1345.1520057722657
Hallands län,2028,prognos,Utrikes flyttnetto,290.8630331764482
Hallands län,2029,prognos,Invandring,1675.5849861798893
Hallands län,2029,prognos,Utvandring,1340.204174742058
Hallands län,2029,prognos,Utrikes flyttnetto,335.3808114378312
Hallands län,2030,prognos,Invandring,1992.5669031816283
Hallands län,2030,prognos,Utvandring,1335.4670807852908
Hallands län,2030,prognos,Utrikes flyttnetto,657.0998223963375
Hallands län,2031,prognos,Invandring,2009.3911046065618
Hallands län,2031,prognos,Utvandring,1333.17167793097
Hallands län,2031,prognos,Utrikes flyttnetto,676.2194266755919
Hallands län,2032,prognos,Invandring,2025.5374938008406
Hallands län,2032,prognos,Utvandring,1331.3942730296392
Hallands län,2032,prognos,Utrikes flyttnetto,694.1432207712014
Hallands län,2033,prognos,Invandring,2042.5315715701154
Hallands län,2033,prognos,Utvandring,1330.294989111616
Hallands län,2033,prognos,Utrikes flyttnetto,712.2365824584995
Hallands län,2034,prognos,Invandring,2061.0277303492962
Hallands län,2034,prognos,Utvandring,1329.8024957908247
Hallands län,2034,prognos,Utrikes flyttnetto,731.2252345584716
Hallands län,2035,prognos,Invandring,2080.8655320957696
Hallands län,2035,prognos,Utvandring,1329.8895199648846
Hallands län,2035,prognos,Utrikes flyttnetto,750.976012130885
Hallands län,2036,prognos,Invandring,2101.840512202123
Hallands län,2036,prognos,Utvandring,1330.5808583794549
Hallands län,2036,prognos,Utrikes flyttnetto,771.2596538226683
Hallands län,2037,prognos,Invandring,2123.9940999358714
Hallands län,2037,prognos,Utvandring,1331.9172531532145
Hallands län,2037,prognos,Utrikes flyttnetto,792.076846782657
Hallands län,2038,prognos,Invandring,2148.2161427271712
Hallands län,2038,prognos,Utvandring,1333.8859081098867
Hallands län,2038,prognos,Utrikes flyttnetto,814.3302346172845
Hallands län,2039,prognos,Invandring,2174.6109292152987
Hallands län,2039,prognos,Utvandring,1336.3957004623612
Hallands län,2039,prognos,Utrikes flyttnetto,838.2152287529375
Hallands län,2040,prognos,Invandring,2200.298654985146
Hallands län,2040,prognos,Utvandring,1339.2970503537256
Hallands län,2040,prognos,Utrikes flyttnetto,861.0016046314206
Halmstad,2000,historisk,Invandring,410
Halmstad,2000,historisk,Utvandring,312
Halmstad,2000,historisk,Utrikes flyttnetto,98
Halmstad,2001,historisk,Invandring,431
Halmstad,2001,historisk,Utvandring,268
Halmstad,2001,historisk,Utrikes flyttnetto,163
Halmstad,2002,historisk,Invandring,473
Halmstad,2002,historisk,Utvandring,266
Halmstad,2002,historisk,Utrikes flyttnetto,207
Halmstad,2003,historisk,Invandring,591
Halmstad,2003,historisk,Utvandring,266
Halmstad,2003,historisk,Utrikes flyttnetto,325
Halmstad,2004,historisk,Invandring,503
Halmstad,2004,historisk,Utvandring,282
Halmstad,2004,historisk,Utrikes flyttnetto,221
Halmstad,2005,historisk,Invandring,483
Halmstad,2005,historisk,Utvandring,333
Halmstad,2005,historisk,Utrikes flyttnetto,150
Halmstad,2006,historisk,Invandring,737
Halmstad,2006,historisk,Utvandring,419
Halmstad,2006,historisk,Utrikes flyttnetto,318
Halmstad,2007,historisk,Invandring,672
Halmstad,2007,historisk,Utvandring,269
Halmstad,2007,historisk,Utrikes flyttnetto,403
Halmstad,2008,historisk,Invandring,766
Halmstad,2008,historisk,Utvandring,441
Halmstad,2008,historisk,Utrikes flyttnetto,325
Halmstad,2009,historisk,Invandring,886
Halmstad,2009,historisk,Utvandring,371
Halmstad,2009,historisk,Utrikes flyttnetto,515
Halmstad,2010,historisk,Invandring,731
Halmstad,2010,historisk,Utvandring,432
Halmstad,2010,historisk,Utrikes flyttnetto,299
Halmstad,2011,historisk,Invandring,762
Halmstad,2011,historisk,Utvandring,563
Halmstad,2011,historisk,Utrikes flyttnetto,199
Halmstad,2012,historisk,Invandring,723
Halmstad,2012,historisk,Utvandring,383
Halmstad,2012,historisk,Utrikes flyttnetto,340
Halmstad,2013,historisk,Invandring,807
Halmstad,2013,historisk,Utvandring,403
Halmstad,2013,historisk,Utrikes flyttnetto,404
Halmstad,2014,historisk,Invandring,1339
Halmstad,2014,historisk,Utvandring,384
Halmstad,2014,historisk,Utrikes flyttnetto,955
Halmstad,2015,historisk,Invandring,1258
Halmstad,2015,historisk,Utvandring,350
Halmstad,2015,historisk,Utrikes flyttnetto,908
Halmstad,2016,historisk,Invandring,1638
Halmstad,2016,historisk,Utvandring,419
Halmstad,2016,historisk,Utrikes flyttnetto,1219
Halmstad,2017,historisk,Invandring,1287
Halmstad,2017,historisk,Utvandring,290
Halmstad,2017,historisk,Utrikes flyttnetto,997
Halmstad,2018,historisk,Invandring,1289
Halmstad,2018,historisk,Utvandring,370
Halmstad,2018,historisk,Utrikes flyttnetto,919
Halmstad,2019,historisk,Invandring,1111
Halmstad,2019,historisk,Utvandring,331
Halmstad,2019,historisk,Utrikes flyttnetto,780
Halmstad,2020,historisk,Invandring,802
Halmstad,2020,historisk,Utvandring,343
Halmstad,2020,historisk,Utrikes flyttnetto,459
Halmstad,2021,historisk,Invandring,883
Halmstad,2021,historisk,Utvandring,287
Halmstad,2021,historisk,Utrikes flyttnetto,596
Halmstad,2022,historisk,Invandring,983
Halmstad,2022,historisk,Utvandring,399
Halmstad,2022,historisk,Utrikes flyttnetto,584
Halmstad,2023,historisk,Invandring,983
Halmstad,2023,historisk,Utvandring,659
Halmstad,2023,historisk,Utrikes flyttnetto,324
Halmstad,2024,historisk,Invandring,959
Halmstad,2024,historisk,Utvandring,790
Halmstad,2024,historisk,Utrikes flyttnetto,169
Halmstad,2025,historisk,Invandring,767
Halmstad,2025,historisk,Utvandring,596
Halmstad,2025,historisk,Utrikes flyttnetto,171
Halmstad,2026,prognos,Invandring,796.9133422166474
Halmstad,2026,prognos,Utvandring,521.6470668179657
Halmstad,2026,prognos,Utrikes flyttnetto,275.2662753986817
Halmstad,2027,prognos,Invandring,749.1136061847285
Halmstad,2027,prognos,Utvandring,521.0249153271367
Halmstad,2027,prognos,Utrikes flyttnetto,228.08869085759181
Halmstad,2028,prognos,Invandring,675.4500312610315
Halmstad,2028,prognos,Utvandring,519.9387289143099
Halmstad,2028,prognos,Utrikes flyttnetto,155.51130234672166
Halmstad,2029,prognos,Invandring,692.5147589564169
Halmstad,2029,prognos,Utvandring,518.2169725513329
Halmstad,2029,prognos,Utrikes flyttnetto,174.29778640508403
Halmstad,2030,prognos,Invandring,825.4045836309303
Halmstad,2030,prognos,Utvandring,516.7181497553818
Halmstad,2030,prognos,Utrikes flyttnetto,308.6864338755486
Halmstad,2031,prognos,Invandring,832.268922769267
Halmstad,2031,prognos,Utvandring,516.5110905503977
Halmstad,2031,prognos,Utrikes flyttnetto,315.7578322188692
Halmstad,2032,prognos,Invandring,838.8549251368481
Halmstad,2032,prognos,Utvandring,516.6086267062426
Halmstad,2032,prognos,Utrikes flyttnetto,322.2462984306055
Halmstad,2033,prognos,Invandring,845.8811619849889
Halmstad,2033,prognos,Utvandring,517.0578934236748
Halmstad,2033,prognos,Utrikes flyttnetto,328.8232685613141
Halmstad,2034,prognos,Invandring,853.4879935419285
Halmstad,2034,prognos,Utvandring,517.7898714991383
Halmstad,2034,prognos,Utrikes flyttnetto,335.69812204279026
Halmstad,2035,prognos,Invandring,861.5885214998882
Halmstad,2035,prognos,Utvandring,518.7216104263188
Halmstad,2035,prognos,Utrikes flyttnetto,342.86691107356944
Halmstad,2036,prognos,Invandring,870.2659553534739
Halmstad,2036,prognos,Utvandring,519.8089994391598
Halmstad,2036,prognos,Utrikes flyttnetto,350.4569559143141
Halmstad,2037,prognos,Invandring,879.417791836988
Halmstad,2037,prognos,Utvandring,521.0423000962832
Halmstad,2037,prognos,Utrikes flyttnetto,358.3754917407049
Halmstad,2038,prognos,Invandring,889.3920060358158
Halmstad,2038,prognos,Utvandring,522.3970315837621
Halmstad,2038,prognos,Utrikes flyttnetto,366.9949744520537
Halmstad,2039,prognos,Invandring,900.2208018892843
Halmstad,2039,prognos,Utvandring,523.8363051444089
Halmstad,2039,prognos,Utrikes flyttnetto,376.3844967448754
Halmstad,2040,prognos,Invandring,910.8456444300693
Halmstad,2040,prognos,Utvandring,525.295352907245
Halmstad,2040,prognos,Utrikes flyttnetto,385.5502915228243
Hylte,2000,historisk,Invandring,68
Hylte,2000,historisk,Utvandring,17
Hylte,2000,historisk,Utrikes flyttnetto,51
Hylte,2001,historisk,Invandring,145
Hylte,2001,historisk,Utvandring,13
Hylte,2001,historisk,Utrikes flyttnetto,132
Hylte,2002,historisk,Invandring,63
Hylte,2002,historisk,Utvandring,20
Hylte,2002,historisk,Utrikes flyttnetto,43
Hylte,2003,historisk,Invandring,80
Hylte,2003,historisk,Utvandring,21
Hylte,2003,historisk,Utrikes flyttnetto,59
Hylte,2004,historisk,Invandring,107
Hylte,2004,historisk,Utvandring,22
Hylte,2004,historisk,Utrikes flyttnetto,85
Hylte,2005,historisk,Invandring,80
Hylte,2005,historisk,Utvandring,27
Hylte,2005,historisk,Utrikes flyttnetto,53
Hylte,2006,historisk,Invandring,170
Hylte,2006,historisk,Utvandring,32
Hylte,2006,historisk,Utrikes flyttnetto,138
Hylte,2007,historisk,Invandring,134
Hylte,2007,historisk,Utvandring,26
Hylte,2007,historisk,Utrikes flyttnetto,108
Hylte,2008,historisk,Invandring,129
Hylte,2008,historisk,Utvandring,29
Hylte,2008,historisk,Utrikes flyttnetto,100
Hylte,2009,historisk,Invandring,141
Hylte,2009,historisk,Utvandring,29
Hylte,2009,historisk,Utrikes flyttnetto,112
Hylte,2010,historisk,Invandring,97
Hylte,2010,historisk,Utvandring,45
Hylte,2010,historisk,Utrikes flyttnetto,52
Hylte,2011,historisk,Invandring,111
Hylte,2011,historisk,Utvandring,36
Hylte,2011,historisk,Utrikes flyttnetto,75
Hylte,2012,historisk,Invandring,104
Hylte,2012,historisk,Utvandring,32
Hylte,2012,historisk,Utrikes flyttnetto,72
Hylte,2013,historisk,Invandring,196
Hylte,2013,historisk,Utvandring,55
Hylte,2013,historisk,Utrikes flyttnetto,141
Hylte,2014,historisk,Invandring,318
Hylte,2014,historisk,Utvandring,25
Hylte,2014,historisk,Utrikes flyttnetto,293
Hylte,2015,historisk,Invandring,470
Hylte,2015,historisk,Utvandring,23
Hylte,2015,historisk,Utrikes flyttnetto,447
Hylte,2016,historisk,Invandring,622
Hylte,2016,historisk,Utvandring,44
Hylte,2016,historisk,Utrikes flyttnetto,578
Hylte,2017,historisk,Invandring,278
Hylte,2017,historisk,Utvandring,22
Hylte,2017,historisk,Utrikes flyttnetto,256
Hylte,2018,historisk,Invandring,214
Hylte,2018,historisk,Utvandring,36
Hylte,2018,historisk,Utrikes flyttnetto,178
Hylte,2019,historisk,Invandring,101
Hylte,2019,historisk,Utvandring,40
Hylte,2019,historisk,Utrikes flyttnetto,61
Hylte,2020,historisk,Invandring,83
Hylte,2020,historisk,Utvandring,46
Hylte,2020,historisk,Utrikes flyttnetto,37
Hylte,2021,historisk,Invandring,94
Hylte,2021,historisk,Utvandring,25
Hylte,2021,historisk,Utrikes flyttnetto,69
Hylte,2022,historisk,Invandring,106
Hylte,2022,historisk,Utvandring,48
Hylte,2022,historisk,Utrikes flyttnetto,58
Hylte,2023,historisk,Invandring,90
Hylte,2023,historisk,Utvandring,85
Hylte,2023,historisk,Utrikes flyttnetto,5
Hylte,2024,historisk,Invandring,92
Hylte,2024,historisk,Utvandring,91
Hylte,2024,historisk,Utrikes flyttnetto,1
Hylte,2025,historisk,Invandring,104
Hylte,2025,historisk,Utvandring,72
Hylte,2025,historisk,Utrikes flyttnetto,32
Hylte,2026,prognos,Invandring,88.87758892834894
Hylte,2026,prognos,Utvandring,57.993097847027244
Hylte,2026,prognos,Utrikes flyttnetto,30.8844910813217
Hylte,2027,prognos,Invandring,83.24359152102939
Hylte,2027,prognos,Utvandring,56.98944292743432
Hylte,2027,prognos,Utrikes flyttnetto,26.25414859359507
Hylte,2028,prognos,Invandring,75.28423756300907
Hylte,2028,prognos,Utvandring,56.00158959023321
Hylte,2028,prognos,Utrikes flyttnetto,19.282647972775862
Hylte,2029,prognos,Invandring,76.99002118774179
Hylte,2029,prognos,Utvandring,55.01509138997761
Hylte,2029,prognos,Utrikes flyttnetto,21.974929797764176
Hylte,2030,prognos,Invandring,91.20096020283584
Hylte,2030,prognos,Utvandring,54.140919093386955
Hylte,2030,prognos,Utrikes flyttnetto,37.06004110944889
Hylte,2031,prognos,Invandring,91.97631989820425
Hylte,2031,prognos,Utvandring,53.50846347242248
Hylte,2031,prognos,Utrikes flyttnetto,38.467856425781775
Hylte,2032,prognos,Invandring,92.72170984536189
Hylte,2032,prognos,Utvandring,52.98015950323379
Hylte,2032,prognos,Utrikes flyttnetto,39.74155034212809
Hylte,2033,prognos,Invandring,93.48761809745606
Hylte,2033,prognos,Utvandring,52.53001934054436
Hylte,2033,prognos,Utrikes flyttnetto,40.95759875691171
Hylte,2034,prognos,Invandring,94.32747410531394
Hylte,2034,prognos,Utvandring,52.14269513958075
Hylte,2034,prognos,Utrikes flyttnetto,42.18477896573319
Hylte,2035,prognos,Invandring,95.24716863920173
Hylte,2035,prognos,Utvandring,51.81501645725319
Hylte,2035,prognos,Utrikes flyttnetto,43.43215218194854
Hylte,2036,prognos,Invandring,96.19239878133743
Hylte,2036,prognos,Utvandring,51.54933298356843
Hylte,2036,prognos,Utrikes flyttnetto,44.643065797769
Hylte,2037,prognos,Invandring,97.18822480317765
Hylte,2037,prognos,Utvandring,51.34609018748867
Hylte,2037,prognos,Utrikes flyttnetto,45.84213461568898
Hylte,2038,prognos,Invandring,98.28995455327347
Hylte,2038,prognos,Utvandring,51.194493054828705
Hylte,2038,prognos,Utrikes flyttnetto,47.09546149844477
Hylte,2039,prognos,Invandring,99.49186412251814
Hylte,2039,prognos,Utvandring,51.08078926240423
Hylte,2039,prognos,Utrikes flyttnetto,48.41107486011391
Hylte,2040,prognos,Invandring,100.65022279995412
Hylte,2040,prognos,Utvandring,50.99499418152425
Hylte,2040,prognos,Utrikes flyttnetto,49.655228618429874
Kungsbacka,2000,historisk,Invandring,281
Kungsbacka,2000,historisk,Utvandring,283
Kungsbacka,2000,historisk,Utrikes flyttnetto,-2
Kungsbacka,2001,historisk,Invandring,315
Kungsbacka,2001,historisk,Utvandring,229
Kungsbacka,2001,historisk,Utrikes flyttnetto,86
Kungsbacka,2002,historisk,Invandring,318
Kungsbacka,2002,historisk,Utvandring,218
Kungsbacka,2002,historisk,Utrikes flyttnetto,100
Kungsbacka,2003,historisk,Invandring,346
Kungsbacka,2003,historisk,Utvandring,238
Kungsbacka,2003,historisk,Utrikes flyttnetto,108
Kungsbacka,2004,historisk,Invandring,303
Kungsbacka,2004,historisk,Utvandring,234
Kungsbacka,2004,historisk,Utrikes flyttnetto,69
Kungsbacka,2005,historisk,Invandring,339
Kungsbacka,2005,historisk,Utvandring,266
Kungsbacka,2005,historisk,Utrikes flyttnetto,73
Kungsbacka,2006,historisk,Invandring,331
Kungsbacka,2006,historisk,Utvandring,242
Kungsbacka,2006,historisk,Utrikes flyttnetto,89
Kungsbacka,2007,historisk,Invandring,305
Kungsbacka,2007,historisk,Utvandring,274
Kungsbacka,2007,historisk,Utrikes flyttnetto,31
Kungsbacka,2008,historisk,Invandring,346
Kungsbacka,2008,historisk,Utvandring,272
Kungsbacka,2008,historisk,Utrikes flyttnetto,74
Kungsbacka,2009,historisk,Invandring,387
Kungsbacka,2009,historisk,Utvandring,184
Kungsbacka,2009,historisk,Utrikes flyttnetto,203
Kungsbacka,2010,historisk,Invandring,390
Kungsbacka,2010,historisk,Utvandring,275
Kungsbacka,2010,historisk,Utrikes flyttnetto,115
Kungsbacka,2011,historisk,Invandring,405
Kungsbacka,2011,historisk,Utvandring,315
Kungsbacka,2011,historisk,Utrikes flyttnetto,90
Kungsbacka,2012,historisk,Invandring,375
Kungsbacka,2012,historisk,Utvandring,272
Kungsbacka,2012,historisk,Utrikes flyttnetto,103
Kungsbacka,2013,historisk,Invandring,420
Kungsbacka,2013,historisk,Utvandring,307
Kungsbacka,2013,historisk,Utrikes flyttnetto,113
Kungsbacka,2014,historisk,Invandring,462
Kungsbacka,2014,historisk,Utvandring,276
Kungsbacka,2014,historisk,Utrikes flyttnetto,186
Kungsbacka,2015,historisk,Invandring,405
Kungsbacka,2015,historisk,Utvandring,255
Kungsbacka,2015,historisk,Utrikes flyttnetto,150
Kungsbacka,2016,historisk,Invandring,432
Kungsbacka,2016,historisk,Utvandring,223
Kungsbacka,2016,historisk,Utrikes flyttnetto,209
Kungsbacka,2017,historisk,Invandring,490
Kungsbacka,2017,historisk,Utvandring,232
Kungsbacka,2017,historisk,Utrikes flyttnetto,258
Kungsbacka,2018,historisk,Invandring,615
Kungsbacka,2018,historisk,Utvandring,239
Kungsbacka,2018,historisk,Utrikes flyttnetto,376
Kungsbacka,2019,historisk,Invandring,556
Kungsbacka,2019,historisk,Utvandring,237
Kungsbacka,2019,historisk,Utrikes flyttnetto,319
Kungsbacka,2020,historisk,Invandring,473
Kungsbacka,2020,historisk,Utvandring,229
Kungsbacka,2020,historisk,Utrikes flyttnetto,244
Kungsbacka,2021,historisk,Invandring,447
Kungsbacka,2021,historisk,Utvandring,269
Kungsbacka,2021,historisk,Utrikes flyttnetto,178
Kungsbacka,2022,historisk,Invandring,451
